Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Jednostka miary;"2002";"2011";
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg typu gospodarstwa i liczby osób (Wymiary: Wyszczególnienie; Sposób zamieszkania; Liczba osób)";"ludność w gospodarstwach";"gospodarstwo mieszkające samodzielnie w mieszkaniu";"3 osoby";"osoba";133254;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg typu gospodarstwa i liczby osób (Wymiary: Wyszczególnienie; Sposób zamieszkania; Liczba osób)";"ludność w gospodarstwach";"gospodarstwo mieszkające samodzielnie w mieszkaniu";"4 osoby";"osoba";128596;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg typu gospodarstwa i liczby osób (Wymiary: Wyszczególnienie; Sposób zamieszkania; Liczba osób)";"ludność w gospodarstwach";"gospodarstwo mieszkające samodzielnie w mieszkaniu";"5 osób i więcej";"osoba";71549;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg typu gospodarstwa i liczby rodzin w gospodarstwie (Wymiary: Sposób zamieszkania; Typy gospodarstwa domowego)";"ogółem";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg typu gospodarstwa i liczby rodzin w gospodarstwie (Wymiary: Sposób zamieszkania; Typy gospodarstwa domowego)";"ogółem";"jednorodzinne";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg typu gospodarstwa i liczby rodzin w gospodarstwie (Wymiary: Sposób zamieszkania; Typy gospodarstwa domowego)";"ogółem";"dwurodzinne";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg typu gospodarstwa i liczby rodzin w gospodarstwie (Wymiary: Sposób zamieszkania; Typy gospodarstwa domowego)";"ogółem";"jednoosobowe";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg typu gospodarstwa i liczby rodzin w gospodarstwie (Wymiary: Sposób zamieszkania; Typy gospodarstwa domowego)";"ogółem";"nierodzinne";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg typu gospodarstwa i liczby rodzin w gospodarstwie (Wymiary: Sposób zamieszkania; Typy gospodarstwa domowego)";"gospodarstwo mieszkające samodzielnie w mieszkaniu";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg typu gospodarstwa i liczby rodzin w gospodarstwie (Wymiary: Sposób zamieszkania; Typy gospodarstwa domowego)";"gospodarstwo mieszkające samodzielnie w mieszkaniu";"jednorodzinne";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg typu gospodarstwa i liczby rodzin w gospodarstwie (Wymiary: Sposób zamieszkania; Typy gospodarstwa domowego)";"gospodarstwo mieszkające samodzielnie w mieszkaniu";"dwurodzinne";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg typu gospodarstwa i liczby rodzin w gospodarstwie (Wymiary: Sposób zamieszkania; Typy gospodarstwa domowego)";"gospodarstwo mieszkające samodzielnie w mieszkaniu";"jednoosobowe";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg typu gospodarstwa i liczby rodzin w gospodarstwie (Wymiary: Sposób zamieszkania; Typy gospodarstwa domowego)";"gospodarstwo mieszkające samodzielnie w mieszkaniu";"nierodzinne";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg tytułu zajmowania mieszkania przez gospodarstwo (Wymiary: Sposób zamieszkania; Tytuł zajmowania mieszkania)";"ogółem";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg tytułu zajmowania mieszkania przez gospodarstwo (Wymiary: Sposób zamieszkania; Tytuł zajmowania mieszkania)";"ogółem";"własność";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg tytułu zajmowania mieszkania przez gospodarstwo (Wymiary: Sposób zamieszkania; Tytuł zajmowania mieszkania)";"ogółem";"spółdzielcze prawo do lokalu";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg tytułu zajmowania mieszkania przez gospodarstwo (Wymiary: Sposób zamieszkania; Tytuł zajmowania mieszkania)";"ogółem";"najem mieszkania";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg tytułu zajmowania mieszkania przez gospodarstwo (Wymiary: Sposób zamieszkania; Tytuł zajmowania mieszkania)";"ogółem";"pokrewieństwo";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg tytułu zajmowania mieszkania przez gospodarstwo (Wymiary: Sposób zamieszkania; Tytuł zajmowania mieszkania)";"gospodarstwo mieszkające samodzielnie w mieszkaniu";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg tytułu zajmowania mieszkania przez gospodarstwo (Wymiary: Sposób zamieszkania; Tytuł zajmowania mieszkania)";"gospodarstwo mieszkające samodzielnie w mieszkaniu";"własność";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg tytułu zajmowania mieszkania przez gospodarstwo (Wymiary: Sposób zamieszkania; Tytuł zajmowania mieszkania)";"gospodarstwo mieszkające samodzielnie w mieszkaniu";"spółdzielcze prawo do lokalu";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg tytułu zajmowania mieszkania przez gospodarstwo (Wymiary: Sposób zamieszkania; Tytuł zajmowania mieszkania)";"gospodarstwo mieszkające samodzielnie w mieszkaniu";"najem mieszkania";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe wg tytułu zajmowania mieszkania przez gospodarstwo (Wymiary: Sposób zamieszkania; Tytuł zajmowania mieszkania)";"gospodarstwo mieszkające samodzielnie w mieszkaniu";"pokrewieństwo";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe zamieszkujące w mieszkaniach wg składu rodzinnego (Wymiary: Typ gospodarstwa domowego)";"ogółem";"";"";"gosp.";268576;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe zamieszkujące w mieszkaniach wg składu rodzinnego (Wymiary: Typ gospodarstwa domowego)";"jednoosobowe";"";"";"gosp.";92223;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe zamieszkujące w mieszkaniach wg składu rodzinnego (Wymiary: Typ gospodarstwa domowego)";"wieloosobowe jednorodzinne";"";"";"gosp.";162904;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe zamieszkujące w mieszkaniach wg składu rodzinnego (Wymiary: Typ gospodarstwa domowego)";"wieloosobowe dwurodzinne";"";"";"gosp.";6065;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe zamieszkujące w mieszkaniach wg składu rodzinnego (Wymiary: Typ gospodarstwa domowego)";"wieloosobowe nierodzinne";"";"";"gosp.";7187;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania inne dochody (Wymiary: Źródła dochodów; Liczba osób)";"dochody z własności";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania inne dochody (Wymiary: Źródła dochodów; Liczba osób)";"dochody z własności";"1";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania inne dochody (Wymiary: Źródła dochodów; Liczba osób)";"dochody z własności";"2";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania inne dochody (Wymiary: Źródła dochodów; Liczba osób)";"dochody z własności";"3";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania inne dochody (Wymiary: Źródła dochodów; Liczba osób)";"dochody z własności";"4 i więcej";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania inne dochody (Wymiary: Źródła dochodów; Liczba osób)";"dochody z najmu";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania inne dochody (Wymiary: Źródła dochodów; Liczba osób)";"dochody z najmu";"1";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania inne dochody (Wymiary: Źródła dochodów; Liczba osób)";"dochody z najmu";"2";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania inne dochody (Wymiary: Źródła dochodów; Liczba osób)";"dochody z najmu";"3";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania inne dochody (Wymiary: Źródła dochodów; Liczba osób)";"dochody z najmu";"4 i więcej";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania na utrzymaniu (Wymiary: Liczba osób)";"ogółem";"";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania na utrzymaniu (Wymiary: Liczba osób)";"1";"";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania na utrzymaniu (Wymiary: Liczba osób)";"2";"";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania na utrzymaniu (Wymiary: Liczba osób)";"3";"";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania na utrzymaniu (Wymiary: Liczba osób)";"4 i więcej";"";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania nieustalone (Wymiary: Liczba osób)";"ogółem";"";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania nieustalone (Wymiary: Liczba osób)";"1";"";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania nieustalone (Wymiary: Liczba osób)";"2";"";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania nieustalone (Wymiary: Liczba osób)";"3";"";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania nieustalone (Wymiary: Liczba osób)";"4 i więcej";"";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"emerytura pracownicza, kombatancka i pochodne";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"emerytura pracownicza, kombatancka i pochodne";"1";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"emerytura pracownicza, kombatancka i pochodne";"2";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"emerytura pracownicza, kombatancka i pochodne";"3";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"emerytura pracownicza, kombatancka i pochodne";"4 i więcej";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"emerytura rolna";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"emerytura rolna";"1";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"emerytura rolna";"2";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"emerytura rolna";"3";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"emerytura rolna";"4 i więcej";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta z tytułu niezdolności do pracy";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta z tytułu niezdolności do pracy";"1";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta z tytułu niezdolności do pracy";"2";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta z tytułu niezdolności do pracy";"3";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta z tytułu niezdolności do pracy";"4 i więcej";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta socjalna";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta socjalna";"1";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta socjalna";"2";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta socjalna";"3";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta socjalna";"4 i więcej";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta rodzinna";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta rodzinna";"1";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta rodzinna";"2";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta rodzinna";"3";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"renta rodzinna";"4 i więcej";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"zasiłek dla bezrobotnych";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"zasiłek dla bezrobotnych";"1";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"zasiłek dla bezrobotnych";"2";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"zasiłek dla bezrobotnych";"3";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"zasiłek dla bezrobotnych";"4 i więcej";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"zasiłek pomocy społecznej";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"zasiłek pomocy społecznej";"1";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"zasiłek pomocy społecznej";"2";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"zasiłek pomocy społecznej";"3";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"zasiłek pomocy społecznej";"4 i więcej";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"inne niezarobkowe źródło";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"inne niezarobkowe źródło";"1";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"inne niezarobkowe źródło";"2";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"inne niezarobkowe źródło";"3";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania niezarobkowe (Wymiary: Źródła utrzymania; Liczba osób)";"inne niezarobkowe źródło";"4 i więcej";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania praca na rachunek własny (Wymiary: Źródła utrzymania; Liczba osób)";"poza rolnictwem";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania praca na rachunek własny (Wymiary: Źródła utrzymania; Liczba osób)";"poza rolnictwem";"1";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania praca na rachunek własny (Wymiary: Źródła utrzymania; Liczba osób)";"poza rolnictwem";"2";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania praca na rachunek własny (Wymiary: Źródła utrzymania; Liczba osób)";"poza rolnictwem";"3";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania praca na rachunek własny (Wymiary: Źródła utrzymania; Liczba osób)";"poza rolnictwem";"4 i więcej";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania praca na rachunek własny (Wymiary: Źródła utrzymania; Liczba osób)";"w swoim gospodarstwie rolnym";"ogółem";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania praca na rachunek własny (Wymiary: Źródła utrzymania; Liczba osób)";"w swoim gospodarstwie rolnym";"1";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania praca na rachunek własny (Wymiary: Źródła utrzymania; Liczba osób)";"w swoim gospodarstwie rolnym";"2";"";"gosp.";0;;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - GOSPODARSTWA DOMOWE I RODZINY";"Gospodarstwa domowe źródło utrzymania praca na rachunek własny (Wymiary: Źródła utrzymania; Liczba osób)";"w swoim gospodarstwie rolnym";"3";"";"gosp.";0;;
