Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Jednostka miary;"2002";
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"68";"osoba";3585;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"69";"osoba";3477;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"70";"osoba";3505;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"71";"osoba";3668;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"72";"osoba";3516;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"73";"osoba";3478;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"74";"osoba";3316;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"75";"osoba";3159;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"76";"osoba";3041;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"77";"osoba";2903;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"78";"osoba";2551;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"79";"osoba";2264;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"80";"osoba";1741;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"81";"osoba";1414;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"82";"osoba";1201;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"83";"osoba";764;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"84";"osoba";618;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"85 i więcej";"osoba";3778;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"ogółem";"wyższe";"osoba";113122;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"ogółem";"policealne";"osoba";23308;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"ogółem";"średnie razem";"osoba";209611;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"ogółem";"średnie ogólnokształcące";"osoba";83165;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"ogółem";"średnie zawodowe";"osoba";126446;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"ogółem";"zasadnicze zawodowe";"osoba";86976;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"ogółem";"podstawowe ukończone";"osoba";114738;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"ogółem";"podstawowe nieukończone i bez wykształcenia";"osoba";10137;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"13-19";"średnie razem";"osoba";8980;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"13-19";"średnie ogólnokształcące";"osoba";7193;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"13-19";"średnie zawodowe";"osoba";1787;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"13-19";"zasadnicze zawodowe";"osoba";2091;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"13-19";"podstawowe ukończone";"osoba";45147;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"13-19";"podstawowe nieukończone i bez wykształcenia";"osoba";4287;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"20-24";"wyższe";"osoba";4874;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"20-24";"policealne";"osoba";3122;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"20-24";"średnie razem";"osoba";45518;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"20-24";"średnie ogólnokształcące";"osoba";29328;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"20-24";"średnie zawodowe";"osoba";16190;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"20-24";"zasadnicze zawodowe";"osoba";6426;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"20-24";"podstawowe ukończone";"osoba";4494;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"20-24";"podstawowe nieukończone i bez wykształcenia";"osoba";175;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"25-29";"wyższe";"osoba";19643;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"25-29";"policealne";"osoba";3430;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"25-29";"średnie razem";"osoba";19117;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"25-29";"średnie ogólnokształcące";"osoba";7033;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"25-29";"średnie zawodowe";"osoba";12084;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"25-29";"zasadnicze zawodowe";"osoba";7827;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"25-29";"podstawowe ukończone";"osoba";2839;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"25-29";"podstawowe nieukończone i bez wykształcenia";"osoba";110;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"30-34";"wyższe";"osoba";13514;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"30-34";"policealne";"osoba";2066;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"30-34";"średnie razem";"osoba";13335;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"30-34";"średnie ogólnokształcące";"osoba";4005;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"30-34";"średnie zawodowe";"osoba";9330;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"30-34";"zasadnicze zawodowe";"osoba";7621;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"30-34";"podstawowe ukończone";"osoba";2101;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"30-34";"podstawowe nieukończone i bez wykształcenia";"osoba";61;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"35-39";"wyższe";"osoba";10493;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"35-39";"policealne";"osoba";2073;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"35-39";"średnie razem";"osoba";13371;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"35-39";"średnie ogólnokształcące";"osoba";3462;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"35-39";"średnie zawodowe";"osoba";9909;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"35-39";"zasadnicze zawodowe";"osoba";7839;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"35-39";"podstawowe ukończone";"osoba";1863;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"35-39";"podstawowe nieukończone i bez wykształcenia";"osoba";64;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"40-44";"wyższe";"osoba";10962;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"40-44";"policealne";"osoba";2996;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"40-44";"średnie razem";"osoba";17565;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"40-44";"średnie ogólnokształcące";"osoba";4192;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"40-44";"średnie zawodowe";"osoba";13373;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"40-44";"zasadnicze zawodowe";"osoba";10279;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"40-44";"podstawowe ukończone";"osoba";2674;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"40-44";"podstawowe nieukończone i bez wykształcenia";"osoba";94;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"45-49";"wyższe";"osoba";12891;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"45-49";"policealne";"osoba";2969;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"45-49";"średnie razem";"osoba";21610;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"45-49";"średnie ogólnokształcące";"osoba";4924;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"45-49";"średnie zawodowe";"osoba";16686;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"45-49";"zasadnicze zawodowe";"osoba";13175;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"45-49";"podstawowe ukończone";"osoba";4705;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"45-49";"podstawowe nieukończone i bez wykształcenia";"osoba";125;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"50-54";"wyższe";"osoba";12396;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"50-54";"policealne";"osoba";2508;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"50-54";"średnie razem";"osoba";20314;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"50-54";"średnie ogólnokształcące";"osoba";5147;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"50-54";"średnie zawodowe";"osoba";15167;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"50-54";"zasadnicze zawodowe";"osoba";12254;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"50-54";"podstawowe ukończone";"osoba";5226;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"50-54";"podstawowe nieukończone i bez wykształcenia";"osoba";124;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"55-59";"wyższe";"osoba";7416;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"55-59";"policealne";"osoba";1415;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"55-59";"średnie razem";"osoba";11434;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"55-59";"średnie ogólnokształcące";"osoba";3276;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"55-59";"średnie zawodowe";"osoba";8158;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"55-59";"zasadnicze zawodowe";"osoba";6130;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"55-59";"podstawowe ukończone";"osoba";4806;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"55-59";"podstawowe nieukończone i bez wykształcenia";"osoba";90;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"60-64";"wyższe";"osoba";6573;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"60-64";"policealne";"osoba";998;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"60-64";"średnie razem";"osoba";10053;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"60-64";"średnie ogólnokształcące";"osoba";2974;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"60-64";"średnie zawodowe";"osoba";7079;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"60-64";"zasadnicze zawodowe";"osoba";4158;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"60-64";"podstawowe ukończone";"osoba";6655;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"60-64";"podstawowe nieukończone i bez wykształcenia";"osoba";171;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"65 i więcej";"wyższe";"osoba";14335;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"65 i więcej";"policealne";"osoba";1729;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"65 i więcej";"średnie razem";"osoba";28302;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"65 i więcej";"średnie ogólnokształcące";"osoba";11624;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"65 i więcej";"średnie zawodowe";"osoba";16678;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"65 i więcej";"zasadnicze zawodowe";"osoba";9171;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"65 i więcej";"podstawowe ukończone";"osoba";34224;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i grup wieku (Wymiary: Grupy wieku; Wykształcenie)";"65 i więcej";"podstawowe nieukończone i bez wykształcenia";"osoba";4836;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"ogółem";"wyższe";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"ogółem";"policealne";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"ogółem";"średnie razem";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"ogółem";"średnie ogólnokształcące";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"ogółem";"średnie zawodowe";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"ogółem";"zasadnicze zawodowe";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"ogółem";"podstawowe ukończone";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"ogółem";"podstawowe nieukończone i bez wykształcenia";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"mężczyźni";"wyższe";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"mężczyźni";"policealne";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"mężczyźni";"średnie razem";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"mężczyźni";"średnie ogólnokształcące";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"mężczyźni";"średnie zawodowe";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"mężczyźni";"zasadnicze zawodowe";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"mężczyźni";"podstawowe ukończone";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"mężczyźni";"podstawowe nieukończone i bez wykształcenia";"osoba";0;
